Monitoring Date,Officer ID,Officer Name,Site ID,Site Name,Site Location,Activity ID,Activity Type,Activity Description,Activity Duration (hours),Equipment Used,Pollution Level Detected,Compliance Status,Community Feedback Rating,Transaction ID
12/13/2022,9,Fiona Wilson,10,Waratah Park,"Turton Road, Waratah, NSW 2298",348,Air Quality Check,Description 56,1.74,Equipment 18,428.24,Compliant,3,3989
10/5/2022,2,Natalie Walker,11,King Edward Park,"Reserve Road, Newcastle, NSW 2300",826,Soil Quality Test,Description 13,3.89,Equipment 14,468.81,Non-Compliant,3,2722
5/8/2022,2,Zoe Ward,12,Blackbutt Nature Reserve,"Carnley Avenue, Kotara, NSW 2289",260,Noise Level Measurement,Description 4,3.76,Equipment 4,165.64,Non-Compliant,1,919
11/21/2022,8,Wendy Mitchell,6,King Edward Park,"Reserve Road, Newcastle, NSW 2300",245,Water Quality Test,Description 147,7.59,Equipment 20,328.24,Non-Compliant,4,23
7/18/2022,11,Jane White,10,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",982,Air Quality Check,Description 196,3.65,Equipment 9,355.03,Compliant,3,470
6/28/2022,11,Kate Harris,6,Merewether Beach,"John Parade, Merewether, NSW 2291",514,Noise Level Measurement,Description 162,6.37,Equipment 19,147.36,Non-Compliant,2,4584
6/15/2022,12,Megan Lewis,18,Nobbys Beach,"Wharf Road, Newcastle East, NSW 2300",959,Air Quality Check,Description 171,4.44,Equipment 15,204.5,Compliant,4,2764
10/30/2022,18,Yvonne Cook,12,Speers Point Park,"Park Road, Speers Point, NSW 2284",249,Noise Level Measurement,Description 155,4.76,Equipment 4,74.72,Non-Compliant,1,2807
3/16/2022,16,Beth Smith,20,Warners Bay Foreshore,"The Esplanade, Warners Bay, NSW 2282",25,Air Quality Check,Description 41,1.57,Equipment 14,437.5,Non-Compliant,2,3539
11/28/2022,14,Uma Allen,16,Redhead Beach,"Beach Road, Redhead, NSW 2290",49,Air Quality Check,Description 61,6.51,Equipment 14,262.13,Non-Compliant,5,4485
12/3/2022,19,Grace Jones,17,Glenrock State Conservation Area,"Scout Camp Road, Whitebridge, NSW 2290",848,Noise Level Measurement,Description 66,7.92,Equipment 18,470.59,Compliant,4,1233
6/17/2022,6,Rachel King,16,Hunter Wetlands Centre,"Sandgate Road, Shortland, NSW 2307",774,Water Quality Test,Description 144,3.81,Equipment 8,403.64,Compliant,4,1738
5/24/2022,21,Vicky Turner,9,Croudace Bay Park,"Brooks Parade, Belmont, NSW 2280",484,Air Quality Check,Description 193,1.76,Equipment 2,186.49,Non-Compliant,1,2084
10/30/2022,6,Beth Smith,21,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",661,Noise Level Measurement,Description 18,1.09,Equipment 15,388.46,Compliant,2,1899
11/12/2022,24,Zoe Ward,22,Jesmond Park,"Robinson Avenue, Jesmond, NSW 2299",70,Soil Quality Test,Description 94,6.89,Equipment 6,119.41,Non-Compliant,5,4560
11/24/2022,19,Paula Young,23,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",887,Water Quality Test,Description 150,2.46,Equipment 7,249.06,Compliant,4,2247
9/12/2022,23,Vicky Turner,17,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",463,Soil Quality Test,Description 167,6.34,Equipment 11,422.91,Non-Compliant,2,4217
6/7/2022,25,Megan Lewis,21,Toronto Foreshore,"Victory Parade, Toronto, NSW 2283",390,Water Quality Test,Description 18,7.11,Equipment 18,370.43,Non-Compliant,3,581
10/30/2022,25,Ella Brown,17,Watagan Mountains,"Watagan Forest Road, Watagan Mountains, NSW 2325",826,Soil Quality Test,Description 63,4.96,Equipment 11,197.32,Non-Compliant,4,767
7/31/2022,14,Megan Lewis,23,Awaba State Forest,"Mount Faulk Road, Awaba, NSW 2283",154,Water Quality Test,Description 40,4.37,Equipment 1,270.34,Compliant,2,2699
12/16/2022,15,Isabella Thompson,13,Heaton State Forest,"Heaton Road, Awaba, NSW 2283",916,Water Quality Test,Description 64,4.57,Equipment 1,54.38,Compliant,5,3257
11/22/2022,9,Vicky Turner,24,Lambton Park,"Morehead Street, Lambton, NSW 2299",454,Water Quality Test,Description 170,3.24,Equipment 10,211.73,Compliant,2,524
8/3/2022,2,Olivia Hall,3,Richley Reserve,"Carnley Avenue, Kotara, NSW 2289",947,Air Quality Check,Description 5,2.99,Equipment 8,448.68,Compliant,3,1190
2/20/2022,24,Hannah Moore,23,Braye Park,"Wrightson Avenue, Bar Beach, NSW 2300",547,Water Quality Test,Description 60,6.84,Equipment 14,481.27,Non-Compliant,4,3644
10/18/2022,9,Xena Perez,16,Waratah Park,"Turton Road, Waratah, NSW 2298",860,Noise Level Measurement,Description 110,4.96,Equipment 9,336.5,Compliant,1,2245
10/9/2022,24,Olivia Hall,8,King Edward Park,"Reserve Road, Newcastle, NSW 2300",538,Soil Quality Test,Description 142,2.78,Equipment 10,104.07,Non-Compliant,3,2234
5/24/2022,16,Hannah Moore,15,Blackbutt Nature Reserve,"Carnley Avenue, Kotara, NSW 2289",317,Air Quality Check,Description 92,5.36,Equipment 16,100.99,Non-Compliant,2,4309
9/1/2022,2,Wendy Mitchell,1,King Edward Park,"Reserve Road, Newcastle, NSW 2300",986,Air Quality Check,Description 57,3.03,Equipment 17,317.09,Compliant,4,1764
12/22/2022,14,Tina Scott,1,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",81,Air Quality Check,Description 69,5.5,Equipment 16,268.9,Non-Compliant,1,1125
3/11/2022,25,Xena Perez,11,Merewether Beach,"John Parade, Merewether, NSW 2291",223,Noise Level Measurement,Description 190,2.2,Equipment 13,103.06,Non-Compliant,4,4727
4/17/2022,16,Wendy Mitchell,23,Nobbys Beach,"Wharf Road, Newcastle East, NSW 2300",338,Water Quality Test,Description 31,3.96,Equipment 11,370.22,Compliant,2,100
5/13/2022,2,Hannah Moore,22,Speers Point Park,"Park Road, Speers Point, NSW 2284",138,Water Quality Test,Description 115,1.02,Equipment 19,432.88,Compliant,4,4769
1/7/2022,5,Grace Jones,20,Warners Bay Foreshore,"The Esplanade, Warners Bay, NSW 2282",944,Soil Quality Test,Description 35,1.52,Equipment 3,267.49,Non-Compliant,5,4986
12/6/2022,18,Ella Brown,13,Redhead Beach,"Beach Road, Redhead, NSW 2290",454,Air Quality Check,Description 33,2.25,Equipment 14,447.62,Compliant,3,1161
4/26/2022,25,Uma Allen,10,Glenrock State Conservation Area,"Scout Camp Road, Whitebridge, NSW 2290",407,Soil Quality Test,Description 165,5.79,Equipment 12,453.57,Compliant,3,3847
10/23/2022,22,Yvonne Cook,21,Hunter Wetlands Centre,"Sandgate Road, Shortland, NSW 2307",711,Water Quality Test,Description 140,6.55,Equipment 13,453.12,Non-Compliant,5,791
10/21/2022,23,Alice Johnson,14,Croudace Bay Park,"Brooks Parade, Belmont, NSW 2280",269,Soil Quality Test,Description 132,5.79,Equipment 3,169.01,Compliant,3,1700
12/11/2022,7,Diana Taylor,12,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",30,Soil Quality Test,Description 84,6.49,Equipment 18,478.51,Compliant,1,2543
1/6/2022,15,Ella Brown,6,Jesmond Park,"Robinson Avenue, Jesmond, NSW 2299",624,Noise Level Measurement,Description 62,6.44,Equipment 10,272.52,Compliant,3,4798
1/2/2022,24,Uma Allen,8,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",100,Water Quality Test,Description 183,7.17,Equipment 12,440.09,Non-Compliant,2,2462
3/23/2022,12,Megan Lewis,12,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",136,Air Quality Check,Description 95,3.85,Equipment 15,214.35,Compliant,2,4845
8/13/2022,23,Tina Scott,17,Toronto Foreshore,"Victory Parade, Toronto, NSW 2283",609,Noise Level Measurement,Description 78,7.46,Equipment 3,309.25,Non-Compliant,5,2920
11/8/2022,7,Rachel King,12,Watagan Mountains,"Watagan Forest Road, Watagan Mountains, NSW 2325",800,Soil Quality Test,Description 11,3.99,Equipment 14,131.12,Compliant,5,4950
10/18/2022,18,Wendy Mitchell,10,Awaba State Forest,"Mount Faulk Road, Awaba, NSW 2283",153,Air Quality Check,Description 105,2.76,Equipment 11,138.86,Compliant,1,404
11/20/2022,23,Hannah Moore,1,Heaton State Forest,"Heaton Road, Awaba, NSW 2283",738,Noise Level Measurement,Description 147,3.01,Equipment 1,436.47,Compliant,4,248
8/25/2022,1,Rachel King,14,Lambton Park,"Morehead Street, Lambton, NSW 2299",382,Noise Level Measurement,Description 89,1.41,Equipment 9,476.43,Compliant,5,4546
10/31/2022,10,Vicky Turner,24,Richley Reserve,"Carnley Avenue, Kotara, NSW 2289",31,Air Quality Check,Description 178,7.75,Equipment 5,361.75,Non-Compliant,2,4564
11/30/2022,25,Laura Clark,3,Braye Park,"Wrightson Avenue, Bar Beach, NSW 2300",505,Air Quality Check,Description 189,2.93,Equipment 8,10.44,Non-Compliant,5,4607
8/25/2022,23,Jane White,23,Waratah Park,"Turton Road, Waratah, NSW 2298",568,Soil Quality Test,Description 60,2.89,Equipment 19,229.46,Compliant,5,1354
7/24/2022,1,Diana Taylor,18,King Edward Park,"Reserve Road, Newcastle, NSW 2300",263,Air Quality Check,Description 45,4.16,Equipment 5,458.58,Compliant,4,831
8/8/2022,15,Kate Harris,15,Blackbutt Nature Reserve,"Carnley Avenue, Kotara, NSW 2289",681,Noise Level Measurement,Description 57,6.12,Equipment 15,159.74,Non-Compliant,1,2351
7/19/2022,22,Laura Clark,20,King Edward Park,"Reserve Road, Newcastle, NSW 2300",676,Water Quality Test,Description 112,2.87,Equipment 3,247.11,Non-Compliant,2,1979
8/25/2022,12,Yvonne Cook,24,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",500,Air Quality Check,Description 97,4.91,Equipment 18,473.27,Non-Compliant,1,2581
10/23/2022,21,Grace Jones,19,Merewether Beach,"John Parade, Merewether, NSW 2291",391,Noise Level Measurement,Description 86,4.38,Equipment 4,381.19,Compliant,4,1845
1/8/2022,7,Jane White,11,Nobbys Beach,"Wharf Road, Newcastle East, NSW 2300",783,Soil Quality Test,Description 92,5.99,Equipment 20,453.98,Compliant,5,1357
1/25/2022,8,Hannah Moore,21,Speers Point Park,"Park Road, Speers Point, NSW 2284",827,Air Quality Check,Description 35,6.72,Equipment 13,4.69,Non-Compliant,2,2473
8/31/2022,10,Uma Allen,24,Warners Bay Foreshore,"The Esplanade, Warners Bay, NSW 2282",319,Air Quality Check,Description 120,2.16,Equipment 19,376.39,Compliant,1,3448
8/12/2022,18,Hannah Moore,15,Redhead Beach,"Beach Road, Redhead, NSW 2290",938,Soil Quality Test,Description 37,4.99,Equipment 15,261.65,Non-Compliant,3,2090
10/16/2022,2,Kate Harris,7,Glenrock State Conservation Area,"Scout Camp Road, Whitebridge, NSW 2290",672,Water Quality Test,Description 166,5.95,Equipment 7,24.68,Compliant,3,4764
1/20/2022,14,Fiona Wilson,13,Hunter Wetlands Centre,"Sandgate Road, Shortland, NSW 2307",1,Air Quality Check,Description 50,2.17,Equipment 1,325.84,Compliant,5,4241
9/16/2022,14,Fiona Wilson,4,Croudace Bay Park,"Brooks Parade, Belmont, NSW 2280",368,Soil Quality Test,Description 182,1.03,Equipment 6,436.28,Compliant,2,2321
7/8/2022,2,Olivia Hall,21,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",627,Water Quality Test,Description 149,5.07,Equipment 14,158.7,Non-Compliant,1,4343
1/17/2022,10,Olivia Hall,10,Jesmond Park,"Robinson Avenue, Jesmond, NSW 2299",106,Soil Quality Test,Description 178,5.42,Equipment 1,144.18,Non-Compliant,5,1618
11/9/2022,8,Tina Scott,5,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",168,Soil Quality Test,Description 119,3.34,Equipment 20,410.36,Non-Compliant,5,2630
9/26/2022,13,Paula Young,9,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",292,Soil Quality Test,Description 84,5.09,Equipment 7,478.11,Compliant,3,2647
8/17/2022,17,Grace Jones,14,Toronto Foreshore,"Victory Parade, Toronto, NSW 2283",274,Air Quality Check,Description 141,6.31,Equipment 3,78.26,Non-Compliant,2,194
1/14/2022,13,Catherine Lee,24,Watagan Mountains,"Watagan Forest Road, Watagan Mountains, NSW 2325",141,Soil Quality Test,Description 169,6.75,Equipment 15,233.94,Non-Compliant,5,1849
8/10/2022,7,Alice Johnson,21,Awaba State Forest,"Mount Faulk Road, Awaba, NSW 2283",380,Air Quality Check,Description 32,1.29,Equipment 3,228.86,Non-Compliant,2,3350
3/25/2022,25,Diana Taylor,11,Heaton State Forest,"Heaton Road, Awaba, NSW 2283",854,Air Quality Check,Description 90,6.23,Equipment 6,144.25,Compliant,5,2791
5/30/2022,13,Ella Brown,22,Lambton Park,"Morehead Street, Lambton, NSW 2299",592,Air Quality Check,Description 50,4.88,Equipment 18,99.53,Compliant,5,4813
5/29/2022,25,Zoe Ward,16,Richley Reserve,"Carnley Avenue, Kotara, NSW 2289",579,Water Quality Test,Description 61,4.16,Equipment 12,238.08,Compliant,2,1967
2/13/2022,1,Jane White,20,Braye Park,"Wrightson Avenue, Bar Beach, NSW 2300",242,Noise Level Measurement,Description 191,1.93,Equipment 7,363.88,Compliant,2,2657
9/7/2022,1,Olivia Hall,7,Waratah Park,"Turton Road, Waratah, NSW 2298",827,Noise Level Measurement,Description 187,3.14,Equipment 19,355.28,Compliant,4,16
5/7/2022,13,Natalie Walker,20,King Edward Park,"Reserve Road, Newcastle, NSW 2300",481,Air Quality Check,Description 185,1.47,Equipment 16,409.2,Compliant,3,2734
4/12/2022,1,Ella Brown,2,Blackbutt Nature Reserve,"Carnley Avenue, Kotara, NSW 2289",245,Noise Level Measurement,Description 56,3.89,Equipment 19,304.62,Non-Compliant,2,4465
11/11/2022,17,Yvonne Cook,3,King Edward Park,"Reserve Road, Newcastle, NSW 2300",520,Water Quality Test,Description 66,1.22,Equipment 16,98.36,Non-Compliant,2,403
1/4/2022,21,Tina Scott,6,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",264,Soil Quality Test,Description 184,6.62,Equipment 17,182.94,Non-Compliant,1,4022
1/9/2022,19,Tina Scott,20,Merewether Beach,"John Parade, Merewether, NSW 2291",356,Noise Level Measurement,Description 95,3.47,Equipment 12,34.89,Compliant,3,2087
11/22/2022,23,Hannah Moore,8,Nobbys Beach,"Wharf Road, Newcastle East, NSW 2300",159,Air Quality Check,Description 173,1.89,Equipment 10,200.62,Compliant,4,4724
6/2/2022,9,Wendy Mitchell,18,Speers Point Park,"Park Road, Speers Point, NSW 2284",97,Air Quality Check,Description 86,3.29,Equipment 14,55.27,Compliant,2,1160
8/5/2022,1,Natalie Walker,24,Warners Bay Foreshore,"The Esplanade, Warners Bay, NSW 2282",581,Air Quality Check,Description 80,3.94,Equipment 4,195.94,Compliant,3,4507
3/17/2022,10,Ella Brown,24,Redhead Beach,"Beach Road, Redhead, NSW 2290",404,Noise Level Measurement,Description 42,7.09,Equipment 20,52.72,Non-Compliant,1,2351
6/13/2022,6,Paula Young,20,Glenrock State Conservation Area,"Scout Camp Road, Whitebridge, NSW 2290",223,Soil Quality Test,Description 36,1,Equipment 5,85.67,Non-Compliant,2,4
2/19/2022,11,Kate Harris,8,Hunter Wetlands Centre,"Sandgate Road, Shortland, NSW 2307",252,Air Quality Check,Description 123,5.23,Equipment 1,139.58,Compliant,4,438
1/3/2022,24,Natalie Walker,16,Croudace Bay Park,"Brooks Parade, Belmont, NSW 2280",301,Soil Quality Test,Description 155,6.36,Equipment 13,433.38,Compliant,3,3964
3/21/2022,20,Diana Taylor,15,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",514,Water Quality Test,Description 118,6.81,Equipment 6,87.68,Compliant,4,740
7/12/2022,22,Beth Smith,21,Jesmond Park,"Robinson Avenue, Jesmond, NSW 2299",191,Air Quality Check,Description 20,5.48,Equipment 1,358.22,Compliant,2,3806
4/6/2022,25,Catherine Lee,8,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",888,Water Quality Test,Description 20,3.63,Equipment 1,319.96,Compliant,5,4424
9/13/2022,18,Uma Allen,9,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",13,Air Quality Check,Description 37,1.39,Equipment 2,42.68,Non-Compliant,1,2081
8/13/2022,16,Tina Scott,16,Toronto Foreshore,"Victory Parade, Toronto, NSW 2283",21,Air Quality Check,Description 93,3.87,Equipment 4,239.88,Non-Compliant,4,3580
11/17/2022,20,Ella Brown,7,Watagan Mountains,"Watagan Forest Road, Watagan Mountains, NSW 2325",225,Air Quality Check,Description 132,3.93,Equipment 20,229.29,Non-Compliant,4,2312
8/9/2022,5,Fiona Wilson,16,Awaba State Forest,"Mount Faulk Road, Awaba, NSW 2283",363,Noise Level Measurement,Description 148,3.19,Equipment 16,124.55,Non-Compliant,5,4937
9/2/2022,5,Laura Clark,12,Heaton State Forest,"Heaton Road, Awaba, NSW 2283",798,Noise Level Measurement,Description 80,7.7,Equipment 2,378.5,Compliant,4,1469
4/21/2022,21,Fiona Wilson,1,Lambton Park,"Morehead Street, Lambton, NSW 2299",554,Water Quality Test,Description 85,3.48,Equipment 11,429.35,Compliant,4,2891
9/16/2022,21,Xena Perez,14,Richley Reserve,"Carnley Avenue, Kotara, NSW 2289",1,Soil Quality Test,Description 125,5.74,Equipment 12,129.68,Non-Compliant,5,3988
7/17/2022,15,Alice Johnson,4,Braye Park,"Wrightson Avenue, Bar Beach, NSW 2300",506,Noise Level Measurement,Description 74,4.67,Equipment 14,283.76,Non-Compliant,3,592
12/8/2022,16,Catherine Lee,23,Waratah Park,"Turton Road, Waratah, NSW 2298",496,Water Quality Test,Description 188,5,Equipment 13,317.32,Non-Compliant,4,4693
10/27/2022,12,Fiona Wilson,8,King Edward Park,"Reserve Road, Newcastle, NSW 2300",365,Soil Quality Test,Description 177,2.68,Equipment 14,97.43,Non-Compliant,4,1971
1/24/2022,22,Beth Smith,22,Blackbutt Nature Reserve,"Carnley Avenue, Kotara, NSW 2289",968,Water Quality Test,Description 71,5.08,Equipment 3,253.51,Compliant,5,4673
3/18/2022,4,Kate Harris,3,King Edward Park,"Reserve Road, Newcastle, NSW 2300",948,Air Quality Check,Description 161,4.2,Equipment 16,172.37,Non-Compliant,3,4477
11/13/2022,20,Alice Johnson,12,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",928,Soil Quality Test,Description 8,2.79,Equipment 2,121.8,Compliant,5,4449
10/15/2022,16,Uma Allen,19,Merewether Beach,"John Parade, Merewether, NSW 2291",127,Noise Level Measurement,Description 157,3.01,Equipment 10,477.01,Non-Compliant,5,3667
10/26/2022,22,Alice Johnson,12,Nobbys Beach,"Wharf Road, Newcastle East, NSW 2300",978,Air Quality Check,Description 137,2.57,Equipment 12,136.1,Non-Compliant,5,1721
11/12/2022,12,Ella Brown,11,Speers Point Park,"Park Road, Speers Point, NSW 2284",789,Noise Level Measurement,Description 134,6.56,Equipment 15,244.16,Non-Compliant,4,1406
9/22/2022,17,Xena Perez,9,Warners Bay Foreshore,"The Esplanade, Warners Bay, NSW 2282",696,Soil Quality Test,Description 170,5.63,Equipment 11,464.13,Compliant,3,3470
8/26/2022,19,Tina Scott,5,Redhead Beach,"Beach Road, Redhead, NSW 2290",598,Soil Quality Test,Description 184,1.82,Equipment 2,71.92,Non-Compliant,1,2649
6/17/2022,3,Wendy Mitchell,21,Glenrock State Conservation Area,"Scout Camp Road, Whitebridge, NSW 2290",458,Air Quality Check,Description 156,4.94,Equipment 19,491.85,Compliant,4,4302
5/9/2022,19,Olivia Hall,9,Hunter Wetlands Centre,"Sandgate Road, Shortland, NSW 2307",483,Water Quality Test,Description 28,3.3,Equipment 11,197.4,Non-Compliant,3,627
7/24/2022,7,Uma Allen,4,Croudace Bay Park,"Brooks Parade, Belmont, NSW 2280",683,Air Quality Check,Description 65,6.38,Equipment 16,77.65,Compliant,3,1678
2/20/2022,13,Laura Clark,15,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",114,Noise Level Measurement,Description 128,4.19,Equipment 2,217.52,Compliant,5,3234
7/23/2022,13,Jane White,13,Jesmond Park,"Robinson Avenue, Jesmond, NSW 2299",543,Soil Quality Test,Description 97,6.48,Equipment 16,153.85,Non-Compliant,3,1089
5/4/2022,11,Grace Jones,22,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",867,Air Quality Check,Description 100,1.96,Equipment 12,444.57,Non-Compliant,1,4130
12/18/2022,12,Uma Allen,5,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",964,Water Quality Test,Description 122,7.75,Equipment 15,52.29,Compliant,2,1491
8/25/2022,25,Wendy Mitchell,19,Toronto Foreshore,"Victory Parade, Toronto, NSW 2283",767,Air Quality Check,Description 125,7.11,Equipment 10,359.09,Compliant,5,525
12/13/2022,7,Yvonne Cook,13,Watagan Mountains,"Watagan Forest Road, Watagan Mountains, NSW 2325",270,Noise Level Measurement,Description 162,7.35,Equipment 6,473.61,Compliant,2,335
1/24/2022,16,Paula Young,19,Awaba State Forest,"Mount Faulk Road, Awaba, NSW 2283",565,Noise Level Measurement,Description 7,7.12,Equipment 15,330.48,Non-Compliant,2,3923
9/4/2022,18,Olivia Hall,9,Heaton State Forest,"Heaton Road, Awaba, NSW 2283",398,Water Quality Test,Description 178,5.86,Equipment 13,62.1,Compliant,2,1730
11/8/2022,16,Zoe Ward,10,Lambton Park,"Morehead Street, Lambton, NSW 2299",824,Air Quality Check,Description 174,2.31,Equipment 17,132.84,Compliant,5,4599
6/13/2022,7,Jane White,3,Richley Reserve,"Carnley Avenue, Kotara, NSW 2289",638,Air Quality Check,Description 9,5.77,Equipment 2,423.47,Non-Compliant,4,265
3/24/2022,9,Yvonne Cook,24,Braye Park,"Wrightson Avenue, Bar Beach, NSW 2300",155,Noise Level Measurement,Description 191,1.06,Equipment 1,263.65,Compliant,3,3497
4/4/2022,19,Megan Lewis,4,Waratah Park,"Turton Road, Waratah, NSW 2298",412,Noise Level Measurement,Description 124,4.38,Equipment 19,306.12,Non-Compliant,4,2764
2/28/2022,25,Tina Scott,3,King Edward Park,"Reserve Road, Newcastle, NSW 2300",415,Noise Level Measurement,Description 78,4.77,Equipment 12,277.64,Non-Compliant,3,1775
3/5/2022,24,Fiona Wilson,11,Blackbutt Nature Reserve,"Carnley Avenue, Kotara, NSW 2289",655,Air Quality Check,Description 166,7.89,Equipment 12,345.11,Compliant,2,2862
7/27/2022,4,Jane White,8,King Edward Park,"Reserve Road, Newcastle, NSW 2300",614,Air Quality Check,Description 122,1.01,Equipment 19,139.76,Compliant,5,823
1/17/2022,18,Uma Allen,21,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",258,Soil Quality Test,Description 103,7,Equipment 18,169.25,Non-Compliant,1,2530
9/6/2022,16,Vicky Turner,22,Merewether Beach,"John Parade, Merewether, NSW 2291",18,Air Quality Check,Description 70,7.62,Equipment 20,265.21,Non-Compliant,5,70
5/13/2022,11,Uma Allen,6,Nobbys Beach,"Wharf Road, Newcastle East, NSW 2300",934,Soil Quality Test,Description 190,7.15,Equipment 18,392.26,Non-Compliant,3,3244
12/3/2022,8,Rachel King,21,Speers Point Park,"Park Road, Speers Point, NSW 2284",474,Noise Level Measurement,Description 76,4.13,Equipment 12,162.69,Compliant,2,1161
9/14/2022,11,Ella Brown,20,Warners Bay Foreshore,"The Esplanade, Warners Bay, NSW 2282",257,Air Quality Check,Description 24,6.93,Equipment 6,472.58,Compliant,5,3814
11/24/2022,6,Vicky Turner,17,Redhead Beach,"Beach Road, Redhead, NSW 2290",929,Air Quality Check,Description 149,4.36,Equipment 17,130.11,Non-Compliant,3,3431
8/11/2022,10,Natalie Walker,12,Glenrock State Conservation Area,"Scout Camp Road, Whitebridge, NSW 2290",339,Air Quality Check,Description 106,1.64,Equipment 12,410.39,Compliant,2,2709
2/26/2022,11,Isabella Thompson,22,Hunter Wetlands Centre,"Sandgate Road, Shortland, NSW 2307",599,Air Quality Check,Description 86,7.43,Equipment 17,159.11,Non-Compliant,3,4665
1/22/2022,2,Grace Jones,22,Croudace Bay Park,"Brooks Parade, Belmont, NSW 2280",702,Soil Quality Test,Description 150,6.53,Equipment 15,244.04,Compliant,5,2937
1/5/2022,13,Isabella Thompson,16,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",284,Soil Quality Test,Description 194,1.48,Equipment 6,38.28,Compliant,1,1976
3/22/2022,21,Olivia Hall,9,Jesmond Park,"Robinson Avenue, Jesmond, NSW 2299",417,Water Quality Test,Description 7,1.7,Equipment 9,29.03,Non-Compliant,3,1542
10/26/2022,13,Xena Perez,17,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",512,Soil Quality Test,Description 185,3.92,Equipment 12,305.42,Non-Compliant,3,4656
9/13/2022,9,Hannah Moore,15,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",17,Soil Quality Test,Description 161,3.56,Equipment 8,26.27,Compliant,3,3665
2/26/2022,1,Alice Johnson,23,Toronto Foreshore,"Victory Parade, Toronto, NSW 2283",503,Air Quality Check,Description 134,6.52,Equipment 18,331.74,Non-Compliant,1,239
10/19/2022,24,Wendy Mitchell,18,Watagan Mountains,"Watagan Forest Road, Watagan Mountains, NSW 2325",65,Water Quality Test,Description 67,5.8,Equipment 18,145.08,Non-Compliant,3,2214
7/22/2022,18,Zoe Ward,15,Awaba State Forest,"Mount Faulk Road, Awaba, NSW 2283",936,Noise Level Measurement,Description 34,2.84,Equipment 13,212.28,Non-Compliant,4,2892
3/17/2022,7,Natalie Walker,7,Heaton State Forest,"Heaton Road, Awaba, NSW 2283",414,Noise Level Measurement,Description 15,1.61,Equipment 15,380.19,Non-Compliant,5,3191
6/13/2022,19,Paula Young,15,Lambton Park,"Morehead Street, Lambton, NSW 2299",196,Soil Quality Test,Description 87,3.26,Equipment 10,217.44,Compliant,2,3961
9/4/2022,9,Diana Taylor,16,Richley Reserve,"Carnley Avenue, Kotara, NSW 2289",252,Air Quality Check,Description 36,4.16,Equipment 9,372.94,Non-Compliant,4,4485
6/18/2022,5,Alice Johnson,9,Braye Park,"Wrightson Avenue, Bar Beach, NSW 2300",653,Water Quality Test,Description 168,5.84,Equipment 16,467.61,Non-Compliant,1,898
9/26/2022,4,Samantha Wright,21,Waratah Park,"Turton Road, Waratah, NSW 2298",708,Noise Level Measurement,Description 80,5.12,Equipment 5,20.38,Non-Compliant,2,4633
10/9/2022,19,Beth Smith,7,King Edward Park,"Reserve Road, Newcastle, NSW 2300",201,Air Quality Check,Description 12,3.97,Equipment 5,161.71,Compliant,3,2592
11/23/2022,19,Rachel King,10,Blackbutt Nature Reserve,"Carnley Avenue, Kotara, NSW 2289",149,Water Quality Test,Description 112,5.45,Equipment 16,416.57,Non-Compliant,3,758
10/15/2022,19,Jane White,8,King Edward Park,"Reserve Road, Newcastle, NSW 2300",63,Water Quality Test,Description 61,4.5,Equipment 1,370.42,Compliant,2,3673
7/11/2022,8,Vicky Turner,9,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",21,Soil Quality Test,Description 31,1.13,Equipment 16,296.43,Compliant,4,1512
5/19/2022,16,Diana Taylor,2,Merewether Beach,"John Parade, Merewether, NSW 2291",966,Soil Quality Test,Description 181,7.31,Equipment 16,296.29,Compliant,2,3229
8/16/2022,8,Uma Allen,4,Nobbys Beach,"Wharf Road, Newcastle East, NSW 2300",952,Air Quality Check,Description 145,7.25,Equipment 6,437.94,Compliant,1,4340
